Sentiment,VIX price change, GSPC price change
6.86,0.0,-17.04003899999998
6.57,13.220000999999996,-188.03979500000014
6.22,-4.700000999999993,39.20996100000002
3.0,-1.6899980000000028,25.280029000000013
3.64,-0.730004000000001,58.14990200000011
5.0,-0.1999969999999962,-11.25
8.0,-0.5300020000000032,1.850097999999889
2.67,2.1799999999999997,-17.60009799999989
5.75,-3.3499990000000004,20.120116999999937
2.89,-0.3999990000000011,13.429932000000008
5.5,2.469999000000005,-80.95996100000002
4.89,-1.619999,33.42993200000001
7.2,2.5099989999999934,-74.70996100000002
5.71,-2.9499989999999983,44.18994100000009
5.71,-1.350000999999999,47.050048999999944
5.0,-1.8099990000000012,15.570067999999992
7.71,-0.9400009999999988,14.149902999999995
6.89,0.26000099999999904,49.70996100000002
5.4,1.489999000000001,-34.399902999999995
8.33,-1.3500000000000014,24.619873000000098
7.0,1.1800000000000033,-17.889892000000145
6.0,-1.9699990000000014,32.989990000000034
6.5,4.899998,-29.820067999999992
3.33,-2.6699990000000007,42.300048999999944
3.67,-1.759999999999998,29.04003899999998
3.6,0.23999999999999844,-10.989990999999918
6.29,-2.3200000000000003,9.159912000000077
3.33,-1.220001,27.110107999999855
6.22,0.38000100000000003,5.459961000000021
6.29,-0.5199999999999996,18.719970999999987
3.08,1.759999999999998,-40.360107999999855
2.29,-0.23999999999999844,-20.030029000000013
6.22,-1.1000000000000014,23.780029000000013
0.89,0.7000010000000003,-20.969970999999987
6.75,-1.3400009999999973,40.0
4.75,0.6600000000000001,-12.219970000000103
6.86,-0.30000100000000174,24.90014599999995
8.29,-0.1799980000000012,23.489990000000034
5.5,-0.520000999999997,11.899902999999995
3.25,-0.7700000000000031,21.260009999999966
3.71,-0.33999999999999986,21.389892000000145
5.14,-0.44000099999999875,2.1201169999999365
5.71,-0.0799999999999983,9.189941999999974
5.2,1.900001999999997,-26.780029999999897
4.0,-1.75,46.6601569999998
1.67,-0.15000199999999708,-6.920165999999881
3.0,-0.08000000000000185,-0.579834000000119
5.0,-0.6999989999999983,9.139892000000145
6.0,0.16000000000000014,7.790038999999979
5.33,1.0300009999999986,-14.929931000000124
4.57,0.1799980000000012,10.659912000000077
10.0,-0.1799980000000012,11.649902000000111
5.71,-0.1700000000000017,34.12011699999994
0.0,-0.33999999999999986,12.340087999999923
5.0,1.239999000000001,35.10986300000013
3.25,1.1999990000000018,5.820068999999876
3.33,-1.5100000000000016,23.45996100000002
5.2,3.4500010000000003,-7.6999510000000555
6.0,-0.28999900000000167,26.3398430000002
6.0,0.4499990000000018,54.19018599999981
3.6,7.029997999999999,-125.78002900000001
4.0,-2.8499979999999994,-28.10009799999989
9.67,0.7099989999999998,-95.1198730000001
3.4,-2.6499999999999986,67.1198730000001
5.33,0.8999999999999986,-59.77001999999993
7.14,-2.8399980000000014,1.780029999999897
5.6,-1.020000999999997,42.57006799999999
8.0,-0.26000000000000156,17.659912000000077
6.57,0.4500010000000003,-15.709961000000021
5.2,0.41999799999999965,-28.47998000000007
3.0,-0.6299990000000015,-37.54003899999998
0.0,1.9500010000000003,-38.40991200000008
6.0,-0.9199999999999982,34.51000900000008
3.75,1.7199989999999978,-78.65014599999995
3.75,-0.06999999999999673,9.670165999999881
4.5,-2.130001,51.8698730000001
2.5,-0.18999800000000278,53.14013699999987
0.0,0.07999900000000082,-16.130126999999902
5.0,0.1000009999999989,27.530029000000013
7.2,0.33000000000000185,17.800048999999944
3.78,0.9299980000000012,-32.3801269999999
5.54,0.3299999999999983,60.18017599999985
7.78,1.5200010000000006,-47.6301269999999
5.14,-1.4200009999999992,58.4699700000001
5.0,-1.6999980000000008,27.390136999999868
7.71,-1.3600010000000005,30.30981500000007
7.0,0.07000000000000028,57.08007799999996
0.89,1.0,-22.29003899999998
4.2,0.3299999999999983,-23.260009999999966
4.29,0.5699990000000028,-5.329834000000119
4.0,0.44000099999999875,0.4699709999999868
3.71,1.7699999999999996,-56.89013699999987
4.0,0.1700000000000017,16.200194999999894
4.5,-0.7000000000000028,-7.560058000000026
4.33,-0.5399989999999981,17.929931000000124
2.0,-0.5600020000000008,11.899902999999995
6.5,4.910000000000004,-64.41992200000004
